Gene	GliNS1	G144	G166	G179	CB541	CB660
ARHGAP25	0	0	2	0	5	0
ARHGAP26	60	61	174	206	72	56
ARHGAP27	2	0	4	0	6	0
ARHGAP28	5	4	3	9	2	55
ARHGAP29	3	0	132	162	27	41
ARHGAP30	0	0	2	0	0	0
ARHGAP4	0	0	6	0	2	2
ARHGAP5	134	79	264	235	158	225
ARHGAP6	182	275	20	60	84	77
ARHGAP8	0	0	4	0	4	68
ARHGAP9	19	0	0	1	0	3
ARHGDIA	51	5	95	6	32	33
ARHGDIB	0	0	0	0	7	4
ARHGDIG	0	0	0	0	0	16
ARHGEF1	77	42	76	4	38	34
ARHGEF10	673	534	811	440	807	1802
ARHGEF10L	10	2	10	0	17	3
ARHGEF11	68	100	198	111	172	266
ARHGEF12	247	204	248	621	428	231
ARHGEF15	0	0	1	0	0	0
ARHGEF16	7	2	0	0	0	1
ARHGEF17	129	188	119	189	907	305
ARHGEF18	79	47	64	107	104	50
ARHGEF19	2	2	20	22	6	11
ARHGEF2	229	134	630	255	405	239
ARHGEF3	33	20	137	126	77	76
ARHGEF4	58	78	146	390	123	403
ARHGEF5	0	0	0	3	0	0
ARHGEF6	14	8	63	36	111	17
ARHGEF7	154	145	40	57	888	79
ARHGEF9	81	51	26	7	23	78
ARHI	7	7	7	29	0	6
ARHN	28	15	63	20	6	45
ARID1A	101	94	133	44	76	65
ARID1B	535	717	634	846	1039	713
ARID2	109	149	130	147	285	210
ARID3A	4	0	3	0	0	5
ARID3B	4	5	51	23	62	22
ARID4A	38	32	18	36	53	21
ARID4B	69	78	80	49	121	39
ARID5A	77	23	22	6	0	4
ARID5B	41	18	63	193	47	70
ARIH1	76	103	294	134	230	115
ARIH2	176	123	483	764	225	276
ARK5	31	30	235	57	53	92
ARL1	159	223	1475	457	534	197
ARL10	50	24	121	9	71	59
ARL10A	6	0	2	14	0	0
ARL10B	36	31	14	11	77	21
ARL10C	177	153	253	300	419	114
ARL13	0	0	0	0	1	2
ARL13B	43	37	50	91	60	69
ARL15	10	13	5	13	18	3
ARL16	0	1	0	0	0	0
ARL2	122	71	350	100	134	95
ARL2BP	551	542	1923	1525	1457	842
ARL2L1	3	12	11	5	11	13
ARL3	136	74	121	80	263	251
ARL4A	152	244	438	330	182	346
ARL4C	152	188	705	563	750	453
ARL4D	31	10	182	46	12	58
ARL5	97	119	115	152	311	145
ARL5A	41	23	33	16	21	12
ARL5B	0	0	2	0	0	1
ARL5C	0	0	1	0	0	0
ARL6	68	33	108	118	32	52
ARL6IP	192	197	509	517	414	411
ARL6IP2	36	29	206	70	75	51
ARL6IP4	491	343	908	67	528	301
ARL6IP5	411	414	2434	3867	2568	1016
ARL6IP6	458	571	700	1057	1228	652
ARL7	27	47	121	765	380	166
ARL8	81	100	183	72	282	185
ARL8A	267	303	103	216	633	89
ARL8B	29	18	71	138	127	139
ARL9	2	0	20	21	0	4
ARMC1	95	75	330	145	163	70
ARMC2	11	16	18	31	5	24
ARMC3	0	0	0	3	0	2
ARMC4	0	0	0	0	0	4
ARMC5	59	54	107	105	409	171
ARMC6	140	47	89	21	93	113
ARMC7	46	46	131	96	56	37
ARMC8	127	133	266	417	435	166
ARMC9	16	11	8	0	39	10
ARMCX1	178	163	425	279	321	157
ARMCX2	134	128	285	311	278	136
ARMCX3	409	319	1018	704	751	535
ARMCX4	18	39	52	49	122	29
ARMCX5	39	24	61	71	68	101
ARMCX6	34	14	56	22	20	43
ARMET	324	149	908	544	539	335
ARMETL1	0	0	1	0	0	1
ARNT	115	61	228	225	242	163
ARNT2	178	104	28	9	121	106
ARNTL	27	33	57	216	141	16
ARNTL2	1	0	31	3	8	5
ARP3BETA	31	25	39	99	32	55
ARPC1A	130	147	386	249	371	210
ARPC1B	138	157	2027	5028	746	198
ARPC2	339	350	617	111	430	239
ARPC3	236	274	1845	2586	938	501
ARPC4	173	146	599	836	433	351
ARPC5	1043	1161	3361	681	2100	1398
ARPC5L	70	71	329	59	179	108
ARPM1	1	0	0	0	0	1
ARPP-19	136	64	833	347	1659	813
ARPP-21	3	4	4	30	0	7
ARRB1	13	9	1	0	44	15
ARRB2	20	1	39	0	5	4
ARRDC1	44	43	149	9	97	44
ARRDC2	8	4	15	8	0	0
ARRDC3	69	52	277	69	79	52
ARRDC4	85	75	53	123	0	80
ARS2	92	64	118	39	110	93
ARSA	25	12	33	41	51	2
ARSB	47	46	113	100	111	84
ARSD	20	41	63	32	74	13
ARSE	12	15	28	0	30	5
ARSG	0	2	20	0	14	3
ARSI	1	0	2	1	2	2
ARSJ	161	103	402	326	293	409
ARSK	139	147	470	179	114	80
ART3	0	4	0	1	16	4
ART4	0	1	0	0	0	0
ART5	4270	3311	11367	13892	8810	9729
ARTN	2	0	117	10	3	8
ARTS-1	113	130	453	1419	348	87
ARV1	29	10	95	85	0	89
ARVCF	19	7	9	6	74	13
ARX	3	0	3	0	0	2
AS3MT	22	27	72	76	132	55
ASAH1	726	630	472	649	1096	345
ASAH3L	2	0	0	0	0	0
ASAHL	12	6	85	11	14	17
ASAM	56	48	23	755	16	89
ASAP	3	1	51	146	152	39
ASB1	55	60	103	101	244	161
ASB13	17	38	59	25	65	75
ASB14	5	11	20	20	2	4
ASB16	0	1	0	0	0	1
ASB17	1988	1902	6863	4856	3877	4850
ASB2	485	365	2372	1278	921	1127
ASB3	95	127	150	158	221	187
ASB4	0	0	0	0	0	1
ASB5	0	0	1	0	0	1
ASB6	19	11	57	16	44	10
ASB7	29	11	72	37	70	50
ASB8	32	42	42	65	51	25
ASB9	1	2	6	3	0	0
ASCC1	61	62	86	31	88	84
ASCC2	28	21	76	40	48	63
ASCC3	54	25	265	221	336	239
ASCC3L1	296	143	418	702	592	820
ASCIZ	64	72	121	232	216	136
ASCL1	210	156	0	111	90	28
ASE-1	80	114	183	6	27	33
ASF1A	227	229	370	1118	767	426
ASF1B	28	43	206	119	81	63
ASGR1	2	0	2	0	4	0
ASH1L	37	27	103	20	50	22
ASH2L	54	64	79	21	58	41
ASK	4	3	8	0	0	2
ASL	111	70	154	63	142	34
ASMTL	170	193	225	55	354	75
ASNA1	84	10	100	16	70	49
ASNS	375	501	2660	442	224	199
ASNSD1	26	27	59	158	74	53
ASPA	11	5	0	0	0	0
ASPH	103	54	310	446	336	91
ASPHD1	1	3	7	44	0	3
ASPHD2	5	3	0	2	0	0
ASPM	223	225	957	1087	397	564
ASPN	1	0	0	7	0	34
ASPSCR1	27	25	43	20	55	17
ASRGL1	83	77	172	116	50	67
ASS	1	0	72	1	9	28
ASTE1	8	3	11	0	0	5
ASTN	156	129	1	271	0	182
ASTN2	18	25	270	29	72	72
ASXL1	75	37	300	120	147	196
ASXL2	17	16	33	13	22	14
ATAD1	107	106	320	121	338	130
ATAD2	80	82	216	132	126	108
ATAD3A	55	43	93	31	29	63
ATAD3B	38	17	20	8	17	24
ATBF1	35	17	51	46	7	117
ATCAY	184	49	24	3	4	74
ATE1	47	47	84	27	239	113
ATF1	43	35	131	48	18	62
ATF2	319	330	825	992	1233	835
ATF3	641	631	5338	4532	2403	2932
ATF4	46	28	865	39	134	183
ATF5	768	924	2617	2352	4051	675
ATF6	103	75	300	75	142	95
ATF7	18	28	40	11	51	34
ATF7IP	161	228	304	228	446	173
ATF7IP2	0	0	1	1	21	17
ATG10	0	0	1	0	0	0
ATG12	33	22	100	57	29	54
ATG16L1	13	5	23	19	20	37
ATG16L2	35	35	36	45	11	17
ATG3	26	25	127	79	24	31
ATG4A	41	37	150	93	71	8
ATG4B	17	23	19	41	64	33
ATG4C	36	42	57	8	4	12
ATG4D	9	1	19	1	12	10
ATG5	569	588	998	814	1322	464
ATG7	1	6	14	10	0	4
ATG9A	49	17	85	15	44	86
ATG9B	1	0	2	1	0	3
ATHL1	139	117	38	25	130	62
ATIC	44	67	243	31	14	74
ATM	72	88	54	9	16	51
ATN1	85	24	110	37	124	139
ATOH7	1	0	2	0	0	6
ATOH8	69	18	0	18	317	242
ATOX1	325	168	1927	354	978	282
ATP10A	2	2	2	0	0	5
ATP10B	439	457	0	7	0	0
ATP10D	37	37	46	37	12	9
ATP11A	126	141	98	76	226	49
ATP11B	66	80	294	347	251	156
ATP11C	47	110	121	297	166	41
ATP13A1	83	19	46	8	35	53
ATP13A2	28	23	100	64	47	470
ATP13A3	212	144	610	315	212	126
ATP13A4	0	0	0	0	0	1
ATP13A5	5	2	0	0	0	0
ATP1A1	196	213	396	206	143	29
ATP1A2	23	29	3	1	496	982
ATP1A3	3	2	0	0	4	0
ATP1B1	94	128	205	149	81	122
ATP1B2	248	266	8	66	993	455
ATP1B3	362	262	1109	652	393	190
ATP1B4	14	0	0	0	0	14
ATP2A1	16	8	30	32	17	25
ATP2A2	916	769	864	1047	2797	1123
ATP2A3	0	0	1	0	0	0
ATP2B1	232	264	317	395	868	353
ATP2B2	19	17	12	7	9	16
ATP2B3	0	0	1	0	0	0
ATP2B4	104	60	192	376	299	290
ATP2C1	153	136	451	714	435	205
ATP5A1	11057	11334	10820	13182	21878	9788
ATP5B	1435	2091	4996	1818	3121	1128
ATP5C1	418	286	652	337	333	687
ATP5D	365	182	416	59	222	200
ATP5E	618	1040	7334	21253	14015	5115
ATP5F1	819	1110	1610	517	1007	683
ATP5G1	199	67	1034	115	227	384
ATP5G2	657	279	1432	296	696	758
ATP5G3	1733	1800	1	13475	15653	6618
ATP5H	2	2	8	0	0	1
ATP5I	6	6	20	14	5	3
ATP5J	3757	3669	15284	5071	8734	4480
ATP5J2	259	234	1526	952	599	725
ATP5L	1024	760	9280	2191	4065	3007
ATP5L2	0	0	2	0	0	0
ATP5O	160	162	396	332	510	226
ATP5S	65	73	95	110	203	56
ATP6AP1	469	414	654	421	1826	616
ATP6AP2	749	1057	1802	2655	2254	836
ATP6V0A1	27	10	27	20	6	21
ATP6V0A2	36	70	111	64	97	48
ATP6V0A4	0	4	1	0	0	0
ATP6V0B	121	26	423	19	77	62
ATP6V0C	600	494	1218	587	2199	494
ATP6V0D1	123	110	212	213	528	374
ATP6V0D2	1	3	15	0	4	2
ATP6V0E	148	110	585	53	294	137
ATP6V0E2L	250	150	167	80	237	52
ATP6V1A	79	71	238	42	110	44
ATP6V1B1	10	8	8	18	2	0
ATP6V1B2	138	174	333	498	488	125
ATP6V1C1	216	232	297	482	548	129
ATP6V1C2	118	101	60	57	315	60
ATP6V1D	79	64	154	122	256	248
ATP6V1E1	257	238	889	988	869	501
ATP6V1E2	2	1	10	3	0	2
ATP6V1F	121	122	462	216	355	91
ATP6V1G1	551	500	1948	932	480	473
ATP6V1G2	17	10	7	71	59	19
ATP6V1H	74	67	310	300	551	165
ATP7A	111	94	145	330	451	158
ATP7B	37	62	40	30	268	114
ATP8A1	16	23	31	0	0	4
ATP8A2	37	56	0	1	0	3
ATP8B1	6	8	7	3	0	1
ATP8B2	52	32	44	31	18	25
ATP8B3	0	0	1	0	0	0
ATP8B4	1	1	5	1	0	2
ATP9A	33	39	168	333	665	173
ATP9B	26	27	14	10	34	20
ATPAF1	100	95	456	180	361	303
ATPAF2	11	25	54	59	48	23
ATPBD1B	36	25	84	3	21	26
ATPBD1C	10	9	55	37	16	34
ATPBD3	27	2	81	4	7	8
ATPBD4	2	1	6	0	4	20
ATPIF1	1003	887	7138	2084	3597	3276
ATR	10	12	77	96	25	8
ATRN	2129	2102	2768	3276	4247	1393
ATRNL1	228	183	131	53	17	241
ATRX	276	297	282	236	461	327
ATXN1	47	45	135	80	29	24
ATXN10	1857	1989	5181	5941	5006	2103
ATXN2	77	43	235	107	57	184
ATXN2L	126	63	954	114	372	192
ATXN3	28	31	52	45	76	24
ATXN7	26	41	84	115	68	44
ATXN7L1	10	10	10	34	21	12
ATXN7L2	9	5	14	0	0	13
ATXN7L3	78	72	274	362	372	278
ATXN7L4	2	0	0	0	0	1
AUH	12	16	19	57	26	31
AUP1	661	457	948	844	961	846
AURKAIP1	35	0	200	1	29	6
AURKB	129	103	470	96	100	107
AURKC	4	9	5	0	0	0
AUTS2	488	604	619	1208	1979	595
AVEN	19	14	113	55	145	86
AVIL	117	83	11	8	13	12
AVO3	24	31	73	53	36	32
AVPI1	26	50	182	20	46	30
AVPR1A	0	0	0	0	0	3
AVPR2	0	0	1	0	0	0
AXIN1	49	35	311	165	245	170
AXIN2	54	39	55	122	34	198
AXL	51	17	162	5	66	46
AXOT	0	3	9	4	1	0
AXUD1	13	8	52	9	23	13
AYP1	4	3	8	1	12	15
AYTL1	1	0	2	0	1	0
AYTL2	105	38	112	241	117	338
AZGP1	620	539	36	4	1	0
AZI1	16	6	31	8	14	10
AZI2	140	118	269	261	262	118
AZIN1	88	51	139	277	130	68
AZU1	1	0	0	1	0	1
B1	1	0	2	9	0	0
B2M	3285	5725	64936	23635	15936	4603
B3GALNT2	6	6	4	0	0	1
B3GALT1	4	1	0	0	0	0
B3GALT2	4	1	0	0	28	22
B3GALT3	36	18	245	268	86	30
B3GALT4	0	0	2	0	0	1
B3GALT6	357	281	401	265	690	164
B3GALT7	0	0	0	0	0	6
B3GAT1	145	92	1	3	70	16
B3GAT2	2	4	0	0	8	17
B3GAT3	187	97	303	301	427	312
B3Gn-T6	1	1	4	0	2	0
B3GNT1	20	47	120	121	69	25
B3GNT4	0	0	1	0	0	2
B3GNT5	21	18	136	128	41	24
B3GNT6	340	190	223	531	1286	544
B3GNTL1	3	0	12	4	5	29
B3GTL	15	33	19	31	15	49
B4GalNac-T3	39	29	6	32	6	11
B4GALNT1	972	633	80	215	117	111
B4GALT1	6	4	176	669	80	46
B4GALT2	60	15	70	29	26	74
B4GALT3	152	146	202	226	397	81
B4GALT4	28	24	81	14	24	20
B4GALT5	999	847	2386	3075	2180	606
B4GALT6	414	175	117	1	39	236
B4GALT7	25	6	64	22	35	38
B7	28	12	38	0	1	11
B7H3	7	3	7	7	15	2
BAALC	2357	1400	14	582	825	429
BAAT	3	0	2	0	16	4
BACE1	177	117	212	224	626	218
BACE2	175	285	463	515	0	2
BACH	13	12	35	6	10	4
BACH1	108	45	79	128	84	62
BACH2	72	44	73	6	20	23
BAD	28	8	63	1	39	11
BAG1	33	44	109	22	33	36
BAG2	16	16	117	95	27	58
BAG3	83	66	724	86	313	117
BAG4	35	33	130	71	57	66
BAG5	133	122	206	357	338	128
BAGE	3	2	0	1	1	0
BAHCC1	23	17	24	68	67	20
BAHD1	44	38	236	101	250	247
BAI1	460	161	0	0	49	10
BAI2	179	99	51	61	76	40
BAI3	8	22	10	20	20	4
BAIAP1	110	60	49	105	55	91
BAIAP2	70	70	177	246	195	95
BAIAP2L1	0	0	170	10	6	4
BAIAP2L2	1	0	3	0	0	2
BAIAP3	12	4	65	10	100	35
BAK1	42	21	137	8	98	35
BAMBI	1109	1627	37	164	28	23
BANF1	340	116	558	260	449	523
BANK1	0	0	0	16	8	0
BANP	18	28	32	33	31	17
BAP1	152	144	271	300	272	214
BAPX1	1	0	7	0	0	0
BARD1	84	50	232	625	145	211
BARX1	0	0	2	0	0	0
BASP1	583	293	4	5	1785	174
BAT1	192	166	955	431	398	429
BAT2	253	44	1120	16	360	267
BAT2D1	7	0	6	0	14	3
BAT3	167	76	468	83	276	234
BAT4	29	18	92	15	18	55
BAT5	85	84	533	360	339	286
BAT8	4	4	7	0	0	1
BATF2	2	1	16	73	12	8
BAX	192	66	185	40	202	347
BAZ1A	86	71	153	117	34	80
BAZ1B	441	364	890	1603	618	464
BAZ2A	151	118	894	353	563	337
BAZ2B	103	133	116	146	277	117
BBC3	178	144	1146	763	5478	1008
BBOX1	23	19	80	37	57	48
BBP	16	18	27	9	17	16
BBS1	28	8	64	37	82	127
BBS2	536	405	2419	1371	1010	1180
BBS4	4	1	31	0	6	41
BBS5	62	96	101	111	70	61
BBS7	23	31	103	21	76	18
BBX	212	201	885	1093	329	344
BC-2	3	2	6	0	1	3
BC002942	142	45	143	86	186	77
BC036928	4	1	11	5	2	0
BC37295_3	2	1	3	0	0	0
BCAM	20	0	44	3	36	8
BCAN	381	365	27	10	61	15
BCAP29	258	221	592	695	601	353
BCAP31	144	163	1197	715	744	458
BCAR1	30	5	25	12	35	21
BCAR3	83	58	618	85	524	350
BCAS1	20	15	31	14	1	10
BCAS2	7	7	52	18	21	27
BCAS3	20	5	28	11	67	12
BCAS4	6	2	111	34	18	14
BCAT1	531	520	564	525	1786	502
BCAT2	76	16	172	3	75	34
BCCIP	262	313	756	519	518	372
BCDIN3	299	247	329	233	371	161
BCDO2	1	3	28	61	22	6
BCHE	388	310	65	82	63	75
BCKDHA	239	128	314	36	129	127
BCKDHB	147	211	314	1718	658	314
BCKDK	127	102	149	154	195	89
BCL10	116	166	497	587	971	168
BCL11A	19	17	14	5	26	49
BCL11B	1	3	6	3	7	12
BCL2	20	18	30	24	23	35
BCL2A1	8	4	1	32	0	4
BCL2L1	27	19	176	19	47	26
BCL2L11	19	6	22	13	12	20
BCL2L12	19	8	47	15	22	37
BCL2L13	28	31	97	72	129	59
BCL2L14	163	232	56	2	5	11
BCL2L2	33	24	40	4	19	18
BCL3	85	35	220	61	84	18
BCL6	53	52	124	63	19	59
BCL6B	1	0	0	0	0	0
BCL7A	160	135	164	191	154	261
BCL7B	49	51	273	186	160	62
BCL7C	8	1	22	0	2	4
BCL9	199	105	122	135	581	295
BCL9L	13	8	28	22	19	48
BCLAF1	212	243	352	269	530	452
BCLP	0	2	3	0	0	0
BCMO1	0	0	2	2	0	2
BCNP1	1	0	0	1	1	1
BCOR	20	11	44	26	38	104
BCORL1	36	46	78	51	74	38
BCR	28	13	36	9	111	36
BCS1L	59	78	237	137	307	75
BDH	28	13	83	123	149	51
BDH1	30	28	242	45	37	4
BDH2	176	152	242	248	299	278
BDKRB1	0	0	3	5	0	0
BDKRB2	0	0	25	84	0	0
BDNF	17	32	39	22	159	26
BDP1	56	63	281	299	235	142
BECN1	80	74	222	220	353	149
BENE	0	0	0	77	0	1
BET1	76	59	498	279	82	65
BET1L	69	80	511	85	71	176
BET3L	0	0	3	1	1	4
Beta4GalNAc-T4	30	16	4	0	10	20
BEX1	15	21	1011	3664	1064	738
BEX2	15	21	1008	3654	1044	734
BEXL1	73	72	207	56	335	106
BF	0	0	15	27	0	0
BFAR	307	445	812	702	677	322
BFSP1	2	0	26	38	0	3
BG1	0	1	0	0	0	0
BGN	9	1	15	0	0	109
BGR	1	0	0	0	0	0
BHC80	56	38	61	53	49	85
BHLHB2	64	27	202	26	14	12
BHLHB3	17	21	71	78	418	14
BHLHB9	57	104	151	225	347	120
BHMT	0	0	35	0	1	2
BHMT2	4	2	8	39	0	1
BIC	8	5	47	146	30	2
BICC1	0	0	5	0	0	1
BICD1	50	36	103	53	156	46
BICD2	260	370	335	925	994	330
BID	84	38	217	547	99	42
BIK	0	0	4	0	0	1
BIN1	54	66	185	70	240	68
BIN2	0	1	1	1	2	1
BIN3	16	13	13	4	3	18
BIRC1	7	9	9	61	23	19
BIRC2	57	116	93	349	142	79
BIRC3	3	0	102	1233	8	0
BIRC4	250	337	672	376	217	61
BIRC4BP	0	0	9	6	0	0
BIRC5	63	39	527	394	183	253
BIRC6	259	275	358	563	874	307
Bit1	12	8	124	60	18	38
BIVM	33	34	68	350	160	62
BLCAP	22	12	56	47	78	36
Bles03	38	9	53	68	60	78
BLK	0	0	0	0	1	0
BLM	11	10	23	0	4	9
BLMH	75	76	306	197	137	123
BLNK	1	3	2	0	0	0
BLOC1S1	49	23	281	70	334	119
BLOC1S2	93	60	225	123	440	217
BLOC1S3	28	23	56	5	41	20
BLP1	67	40	47	117	268	65
BLP2	12	2	19	8	0	19
BLVRA	184	119	1133	459	278	135
BLVRB	174	330	1549	929	662	129
BLZF1	16	17	92	60	64	10
BM039	11	18	58	134	48	23
BM88	5	1	3	0	52	4
BMF	4	20	55	14	118	88
BMP1	36	6	47	12	22	27
BMP2	82	65	70	16	0	24
BMP2K	48	46	68	57	28	72
BMP4	1	0	3	0	3	7
BMP5	1	2	1	24	0	14
BMP6	8	5	4	9	0	2
BMP7	163	68	0	3	218	143
BMP8A	4	1	14	3	2	0
BMP8B	119	128	5	1	0	1
BMPER	60	36	0	26	0	0
BMPR1A	48	30	42	7	74	119
BMPR1B	5	3	9	2	55	42
BMPR2	183	172	134	170	409	145
BMS1L	34	30	61	30	91	49
BMSC-UbP	1	1	8	1	6	3
BMX	0	0	0	0	8	3
BNC2	11	3	48	9	58	44
BNIP1	2	3	30	1	5	13
BNIP2	68	58	389	168	388	147
BNIP3	120	84	346	165	180	126
BNIP3L	219	137	633	689	1038	866
BNIPL	0	0	10	1	0	5
BOC	44	44	180	289	254	153
BOK	0	0	8	22	89	20
BOLA1	16	8	208	94	55	65
BOLA3	68	73	419	726	301	117
BOLL	0	0	0	1	0	0
BOMB	83	92	372	562	226	89
BOP1	51	36	75	38	95	49
BPGM	52	48	64	6	11	6
BPHL	22	30	84	13	94	79
BPNT1	10	11	20	10	1	8
BPY2IP1	81	54	119	84	211	68
BRAF	12	10	42	68	30	9
BRAP	40	22	67	51	39	39
BRCA1	24	16	62	114	10	45
BRCA2	1	1	2	0	0	0
BRCC3	181	152	400	697	665	151
BRCTD1	0	0	1	0	0	0
BRD1	38	28	92	21	77	32
BRD2	178	133	507	152	318	236
BRD3	225	203	269	283	559	233
BRD4	818	696	964	2359	1562	1271
BRD7	302	442	429	598	471	260
BRD8	95	93	463	399	418	180
BRD9	62	19	30	38	92	43
BRDG1	1	0	0	1	1	0
BRDT	1	0	0	0	0	1
BRE	80	59	186	212	223	129
BRF1	61	52	65	90	229	119
BRF2	17	15	78	30	36	42
BRI3	773	903	4222	2267	2714	1192
BRI3BP	47	35	75	13	29	29
BRIP1	9	30	25	1	7	11
BRIX	2	0	3	9	5	1
BRLZ	0	0	14	39	17	12
BRMS1	74	18	171	5	69	45
BRMS1L	15	9	42	45	87	11
BRP44	61	106	646	1043	179	103
BRP44L	1106	1730	3547	1176	6230	439
BRPF1	17	2	38	30	69	29
BRPF3	44	76	153	70	145	58
BRRN1	95	115	470	487	152	161
BRSK1	3	1	1	0	0	0
BRSK2	17	2	14	0	0	23
BRUNOL4	2	0	8	2	8	6
BRUNOL5	22	45	16	46	1	17
BRUNOL6	0	1	0	0	0	6
BRWD1	50	68	51	317	143	148
BRWD2	189	429	378	213	355	280
BRWD3	37	39	43	59	52	17
BSCL2	123	50	78	20	213	33
BSDC1	28	9	42	5	32	12
BSG	502	184	905	56	262	178
BSN	3	7	0	9	8	9
BSPRY	2	1	4	0	2	2
BST1	13	8	18	11	0	2
BST2	0	1	391	236	1	1
BTAF1	143	125	356	158	183	190
BTBD1	342	393	668	493	2043	497
BTBD10	57	23	77	119	180	78
BTBD11	0	0	3	0	50	33
BTBD12	9	6	22	23	19	2
BTBD14A	34	25	47	95	25	16
BTBD14B	786	779	1627	2618	3049	896
BTBD15	65	26	155	204	80	156
BTBD2	154	64	189	167	317	320
BTBD3	872	734	583	439	308	438
BTBD4	0	4	3	0	0	8
BTBD5	10	8	11	10	26	0
BTBD6	9	7	53	1	12	33
BTBD7	151	160	235	452	578	205
BTBD9	29	19	80	94	127	110
BTC	149	130	169	241	97	80
BTD	23	35	149	6	39	12
BTF3	343	196	2098	392	495	879
BTF3L4	228	120	818	224	236	125
BTG1	311	274	1343	327	172	176
BTG2	35	23	32	64	74	65
BTG3	145	107	627	644	139	104
BTG4	0	0	1	0	0	0
BTLA	0	0	3	0	0	0
BTN2A1	188	197	321	840	610	166
BTN2A2	18	12	55	16	29	7
BTN2A3	3	0	9	0	0	3
BTN3A1	63	30	239	115	68	38
BTN3A2	172	172	450	238	162	63
BTN3A3	39	41	63	52	18	15
BTNL9	0	1	3	0	3	1
BTRC	59	67	60	40	196	74
BUB1	1994	1905	6908	4905	3905	4855
BUB1B	66	71	817	689	367	289
BUB3	357	474	1271	451	609	264
BUCS1	0	0	1	0	0	0
BVES	52	60	179	868	226	18
BXDC1	94	50	369	214	141	121
BXDC2	38	19	95	55	14	83
BXDC5	86	63	345	193	179	258
BXMAS2-10	0	0	0	0	0	1
BYSL	46	37	141	11	41	10
BZRAP1	1	0	0	0	4	4
BZRP	3460	3496	13708	4549	4319	2568
BZW1	464	361	873	1668	1959	1114
BZW2	443	345	526	1417	309	213
C10orf10	1	0	3	2	0	0
C10orf104	102	84	357	221	263	266
C10orf105	0	0	2	0	0	0
C10orf107	0	0	1	6	0	7
C10orf11	127	308	285	138	16	3
C10orf110	2	4	0	0	0	0
C10orf111	0	0	3	14	0	2
C10orf112	8	1	2	9	0	20
C10orf116	0	0	281	7	0	2
C10orf117	1	2	11	0	3	2
C10orf118	46	48	88	59	17	36
C10orf119	268	175	887	317	529	406
C10orf12	22	11	76	39	93	46
C10orf125	4	2	24	11	5	6
C10orf128	1	0	0	0	0	0
C10orf13	1405	1925	525	388	3848	3538
C10orf130	1	0	0	0	0	3
C10orf132	0	1	0	0	0	0
C10orf137	27	22	51	61	33	32
C10orf18	128	79	206	71	214	98
C10orf22	236	233	215	242	242	250
C10orf24	0	0	0	0	0	5
C10orf25	4	5	3	1	19	6
C10orf26	95	19	46	15	86	7
C10orf28	25	16	45	25	84	47
C10orf3	49	51	268	162	148	86
C10orf30	2	18	25	29	41	26
C10orf32	52	75	123	199	607	163
C10orf33	119	98	178	102	296	327
C10orf35	0	1	25	8	2	9
C10orf38	44	54	60	25	183	58
C10orf39	0	0	1	8	3	0
C10orf4	343	346	820	346	514	312
C10orf41	45	21	71	76	33	57
C10orf42	92	83	225	98	144	55
C10orf45	45	47	46	14	26	22
C10orf46	130	153	235	120	308	106
C10orf47	21	41	11	0	1	13
C10orf48	0	0	0	0	0	6
C10orf51	1	0	8	0	0	0
C10orf52	0	0	1	0	0	0
C10orf53	0	1	0	1	0	0
C10orf54	121	84	107	358	241	191
C10orf56	1219	777	366	165	778	232
C10orf57	144	71	225	204	204	236
C10orf58	1591	1784	1759	729	2040	577
C10orf59	3	9	54	59	11	9
C10orf6	66	72	94	55	114	200
C10orf61	106	105	93	134	326	117
C10orf63	9	10	1	29	112	27
C10orf65	0	0	2	0	15	1
C10orf7	140	181	348	149	463	228
C10orf70	225	206	621	359	200	182
C10orf72	33	35	9	9	5	49
C10orf74	92	58	352	52	355	107
C10orf75	35	30	86	15	35	29
C10orf76	10	7	25	11	13	16
C10orf77	17	3	6	5	13	3
C10orf78	20	28	32	34	103	14
C10orf79	0	1	16	12	6	11
C10orf80	0	0	1	2	0	5
C10orf81	114	96	341	241	180	204
C10orf82	1	0	3	0	0	2
C10orf83	34	40	90	59	65	46
C10orf84	41	82	98	142	124	93
C10orf86	204	237	646	390	563	336
C10orf87	2	4	0	0	0	0
C10orf88	42	26	39	27	49	31
C10orf89	20	2	12	5	7	8
C10orf9	244	206	348	320	1621	550
C10orf90	36	67	17	0	13	1
C10orf92	0	1	0	0	0	0
C10orf93	6	1	2	23	2	9
C10orf94	0	0	1	0	0	0
C10orf95	8	4	22	26	2	3
C10orf96	0	0	1	0	8	0
C10orf97	41	43	72	60	172	71
C11orf1	2003	1941	7000	5356	4005	4906
C11orf10	436	318	1040	547	518	1365
C11orf11	69	35	6	12	21	30
C11orf13	7	4	163	35	16	19
C11orf15	19	33	31	30	89	28
C11orf17	99	49	517	89	89	59
C11orf2	22	10	22	50	27	74
C11orf23	94	67	97	72	93	76
C11orf24	523	765	1045	772	1142	194
C11orf30	64	80	86	103	142	93
C11orf31	189	132	719	259	318	467
C11orf34	48	35	50	23	16	5
C11orf35	1	0	16	0	0	0
C11orf38	155	131	285	311	300	143
C11ORF4	3	1	6	2	3	2
C11orf43	0	0	1	0	0	474
C11orf45	0	0	1	4	0	0
C11orf46	8	0	68	19	15	14
C11orf47	0	0	5	0	0	1
C11orf48	166	148	194	88	100	180
C11orf49	21	18	60	55	108	99
